"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name",Segment,Country,City,State,"Postal Code",Region,"Product ID",Category,Sub-Category,Sales,"Year ( Order Date )","Month ( Order date )","Month number"
5569,CA-2018-157966,"Tuesday, March 13, 2018","Tuesday, March 13, 2018","Same Day",SU-20665,"Stephanie Ulpright","Home Office","United States",Chicago,Illinois,60610,Central,TEC-CO-10001449,Technology,Copiers,959.984,2018,March,3
5711,US-2016-160857,"Sunday, May 8, 2016","Sunday, May 15, 2016","Standard Class",NW-18400,"Natalie Webber",Consumer,"United States","New York City","New York",10024,East,TEC-CO-10004115,Technology,Copiers,2799.944,2016,May,5
5757,CA-2015-163748,"Wednesday, October 14, 2015","Sunday, October 18, 2015","Standard Class",HG-15025,"Hunter Glantz",Consumer,"United States","Fort Worth",Texas,76106,Central,TEC-CO-10002095,Technology,Copiers,1999.96,2015,October,10
5773,CA-2016-158939,"Saturday, November 26, 2016","Thursday, December 1, 2016","Standard Class",EA-14035,"Erin Ashbrook",Corporate,"United States",Springfield,Missouri,65807,Central,TEC-CO-10002313,Technology,Copiers,599.99,2016,November,11
5851,CA-2016-121783,"Thursday, November 10, 2016","Monday, November 14, 2016","Standard Class",PO-19180,"Philisse Overcash","Home Office","United States",Roseville,Minnesota,55113,Central,TEC-CO-10001571,Technology,Copiers,549.99,2016,November,11
6201,CA-2016-146675,"Saturday, April 16, 2016","Wednesday, April 20, 2016","Standard Class",SB-20185,"Sarah Brown",Consumer,"United States",Evanston,Illinois,60201,Central,TEC-CO-10001766,Technology,Copiers,1439.968,2016,April,4
6426,CA-2017-143714,"Tuesday, May 23, 2017","Saturday, May 27, 2017","Standard Class",CC-12370,"Christopher Conant",Consumer,"United States",Philadelphia,Pennsylvania,19120,East,TEC-CO-10004722,Technology,Copiers,8399.976,2017,May,5
6528,CA-2017-157791,"Saturday, December 23, 2017","Thursday, December 28, 2017","Second Class",CA-11965,"Carol Adams",Corporate,"United States",Warwick,"Rhode Island",2886,East,TEC-CO-10002095,Technology,Copiers,1999.96,2017,December,12
6650,US-2018-124779,"Saturday, September 8, 2018","Tuesday, September 11, 2018","First Class",BF-11020,"Barry Französisch",Corporate,"United States",Arlington,Texas,76017,Central,TEC-CO-10001943,Technology,Copiers,319.984,2018,September,9
6827,CA-2017-118689,"Monday, October 2, 2017","Monday, October 9, 2017","Standard Class",TC-20980,"Tamara Chand",Corporate,"United States",Lafayette,Indiana,47905,Central,TEC-CO-10004722,Technology,Copiers,17499.95,2017,October,10
7037,CA-2015-124618,"Saturday, May 2, 2015","Monday, May 4, 2015","Second Class",CS-11860,"Cari Schnelling",Consumer,"United States",Lakeland,Florida,33801,South,TEC-CO-10004202,Technology,Copiers,479.984,2015,May,5
7043,US-2018-165358,"Wednesday, July 18, 2018","Monday, July 23, 2018","Standard Class",SV-20365,"Seth Vernon",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,TEC-CO-10001943,Technology,Copiers,599.97,2018,July,7
7174,US-2018-141677,"Monday, March 26, 2018","Friday, March 30, 2018","Standard Class",HK-14890,"Heather Kirkland",Corporate,"United States",Houston,Texas,77070,Central,TEC-CO-10002313,Technology,Copiers,2399.96,2018,March,3
7473,CA-2017-139997,"Saturday, July 1, 2017","Monday, July 3, 2017","First Class",EM-14140,"Eugene Moren","Home Office","United States",Lehi,Utah,84043,West,TEC-CO-10000971,Technology,Copiers,1499.95,2017,July,7
7521,US-2018-167920,"Sunday, December 9, 2018","Wednesday, December 12, 2018","Second Class",JL-15835,"John Lee",Consumer,"United States",Richmond,Kentucky,40475,South,TEC-CO-10001046,Technology,Copiers,1399.98,2018,December,12
7667,US-2017-140158,"Wednesday, October 4, 2017","Sunday, October 8, 2017","Standard Class",DR-12940,"Daniel Raglin","Home Office","United States",Providence,"Rhode Island",2908,East,TEC-CO-10001449,Technology,Copiers,5399.91,2017,October,10
7698,CA-2018-151799,"Friday, December 14, 2018","Tuesday, December 18, 2018","Standard Class",BF-11170,"Ben Ferrer","Home Office","United States",Lawrence,Massachusetts,1841,East,TEC-CO-10002313,Technology,Copiers,1199.98,2018,December,12
8124,CA-2015-138128,"Wednesday, December 9, 2015","Tuesday, December 15, 2015","Standard Class",FP-14320,"Frank Preis",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,TEC-CO-10001766,Technology,Copiers,1079.976,2015,December,12
8154,CA-2018-140151,"Friday, March 23, 2018","Sunday, March 25, 2018","First Class",RB-19360,"Raymond Buch",Consumer,"United States",Seattle,Washington,98115,West,TEC-CO-10004722,Technology,Copiers,13999.96,2018,March,3
8179,CA-2017-166429,"Saturday, September 2, 2017","Friday, September 8, 2017","Standard Class",TG-21310,"Toby Gnade",Consumer,"United States","Des Moines",Washington,98198,West,TEC-CO-10002095,Technology,Copiers,999.98,2017,September,9
8254,CA-2018-152310,"Sunday, August 12, 2018","Sunday, August 19, 2018","Standard Class",DK-12895,"Dana Kaydos",Consumer,"United States",Seattle,Washington,98103,West,TEC-CO-10000971,Technology,Copiers,299.99,2018,August,8
8494,CA-2016-109190,"Sunday, October 23, 2016","Friday, October 28, 2016","Standard Class",CC-12685,"Craig Carroll",Consumer,"United States",Lubbock,Texas,79424,Central,TEC-CO-10001943,Technology,Copiers,479.976,2016,October,10
8553,CA-2015-140473,"Saturday, May 30, 2015","Wednesday, June 3, 2015","Standard Class",MC-17425,"Mark Cousins",Corporate,"United States",Chicago,Illinois,60623,Central,TEC-CO-10004202,Technology,Copiers,719.976,2015,May,5
8571,CA-2017-162390,"Wednesday, December 6, 2017","Tuesday, December 12, 2017","Standard Class",DP-13105,"Dave Poirier",Corporate,"United States",Hempstead,"New York",11550,East,TEC-CO-10004202,Technology,Copiers,479.984,2017,December,12
8800,CA-2015-116666,"Friday, May 8, 2015","Sunday, May 10, 2015","First Class",KT-16480,"Kean Thornton",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,TEC-CO-10001449,Technology,Copiers,1799.97,2015,May,5
8821,CA-2018-100622,"Saturday, November 3, 2018","Wednesday, November 7, 2018","Standard Class",DK-13090,"Dave Kipp",Consumer,"United States",Orlando,Florida,32839,South,TEC-CO-10003236,Technology,Copiers,959.984,2018,November,11
8991,US-2016-128587,"Saturday, December 24, 2016","Friday, December 30, 2016","Standard Class",HM-14860,"Harry Marie",Corporate,"United States",Springfield,Missouri,65807,Central,TEC-CO-10003763,Technology,Copiers,4899.93,2016,December,12
9618,CA-2018-160633,"Friday, November 16, 2018","Wednesday, November 21, 2018","Standard Class",BS-11380,"Bill Stewart",Corporate,"United States","Bowling Green",Ohio,43402,East,TEC-CO-10002095,Technology,Copiers,899.982,2018,November,11
39,CA-2016-117415,"Tuesday, December 27, 2016","Saturday, December 31, 2016","Standard Class",SN-20710,"Steve Nguyen","Home Office","United States",Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,532.3992,2016,December,12
190,CA-2016-102281,"Wednesday, October 12, 2016","Friday, October 14, 2016","First Class",MP-17470,"Mark Packer","Home Office","United States","New York City","New York",10035,East,FUR-BO-10002613,Furniture,Bookcases,899.136,2016,October,10
193,CA-2016-102281,"Wednesday, October 12, 2016","Friday, October 14, 2016","First Class",MP-17470,"Mark Packer","Home Office","United States","New York City","New York",10035,East,FUR-BO-10002545,Furniture,Bookcases,626.352,2016,October,10
214,CA-2016-146262,"Saturday, January 2, 2016","Saturday, January 9, 2016","Standard Class",VW-21775,"Victoria Wilson",Corporate,"United States",Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,452.45,2016,January,1
293,CA-2017-110772,"Monday, November 20, 2017","Friday, November 24, 2017","Second Class",NZ-18565,"Nick Zandusky","Home Office","United States",Columbus,Ohio,43229,East,FUR-BO-10004709,Furniture,Bookcases,86.97,2017,November,11
370,CA-2017-155516,"Saturday, October 21, 2017","Saturday, October 21, 2017","Same Day",MK-17905,"Michael Kennedy",Corporate,"United States",Manchester,Connecticut,6040,East,FUR-BO-10002545,Furniture,Bookcases,1043.92,2017,October,10
469,CA-2018-154907,"Saturday, March 31, 2018","Wednesday, April 4, 2018","Standard Class",DS-13180,"David Smith",Corporate,"United States",Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,205.3328,2018,March,3
737,CA-2018-131954,"Sunday, January 21, 2018","Thursday, January 25, 2018","Standard Class",DS-13030,"Darrin Sayre","Home Office","United States",Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,84.98,2018,January,1
842,CA-2016-100454,"Sunday, November 20, 2016","Friday, November 25, 2016","Standard Class",BM-11650,"Brian Moss",Corporate,"United States","New York City","New York",10035,East,FUR-BO-10001519,Furniture,Bookcases,186.048,2016,November,11
1212,CA-2017-137050,"Friday, July 14, 2017","Tuesday, July 18, 2017","Second Class",SW-20755,"Steven Ward",Corporate,"United States","New York City","New York",10009,East,FUR-BO-10004695,Furniture,Bookcases,579.136,2017,July,7
1303,CA-2016-115847,"Monday, September 19, 2016","Saturday, September 24, 2016","Second Class",TC-21535,"Tracy Collins","Home Office","United States",Arlington,Virginia,22204,South,FUR-BO-10003433,Furniture,Bookcases,61.96,2016,September,9
1387,US-2017-108504,"Sunday, February 5, 2017","Sunday, February 5, 2017","Same Day",PP-18955,"Paul Prost","Home Office","United States",Smyrna,Georgia,30080,South,FUR-BO-10004015,Furniture,Bookcases,239.98,2017,February,2
1546,CA-2015-150245,"Thursday, December 31, 2015","Monday, January 4, 2016","Second Class",PC-18745,"Pamela Coakley",Corporate,"United States",Watertown,"New York",13601,East,FUR-BO-10002613,Furniture,Bookcases,1573.488,2015,December,12
1595,CA-2016-118423,"Thursday, March 24, 2016","Sunday, March 27, 2016","First Class",DP-13390,"Dennis Pardue","Home Office","United States",Peoria,Illinois,61604,Central,FUR-BO-10000362,Furniture,Bookcases,359.058,2016,March,3
2123,CA-2018-167381,"Saturday, September 22, 2018","Monday, September 24, 2018","Second Class",EH-14005,"Erica Hernandez","Home Office","United States",Lansing,Michigan,48911,Central,FUR-BO-10001972,Furniture,Bookcases,241.96,2018,September,9
2306,CA-2017-115574,"Saturday, December 23, 2017","Sunday, December 24, 2017","First Class",BP-11185,"Ben Peterman",Corporate,"United States",Chicago,Illinois,60623,Central,FUR-BO-10003441,Furniture,Bookcases,141.372,2017,December,12
2327,CA-2016-105102,"Thursday, September 15, 2016","Monday, September 19, 2016","Second Class",BM-11575,"Brendan Murry",Corporate,"United States","New York City","New York",10035,East,FUR-BO-10004709,Furniture,Bookcases,46.384,2016,September,9
2404,US-2017-110170,"Wednesday, September 27, 2017","Tuesday, October 3, 2017","Standard Class",HM-14860,"Harry Marie",Corporate,"United States",Huntsville,Texas,77340,Central,FUR-BO-10000780,Furniture,Bookcases,956.6648,2017,September,9
2416,CA-2016-146087,"Wednesday, July 6, 2016","Monday, July 11, 2016","Standard Class",PP-18955,"Paul Prost","Home Office","United States",Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Bookcases,301.96,2016,July,7
2544,US-2017-114174,"Friday, September 8, 2017","Thursday, September 14, 2017","Standard Class",AP-10720,"Anne Pryor","Home Office","United States",Malden,Massachusetts,2148,East,FUR-BO-10003450,Furniture,Bookcases,173.94,2017,September,9
2655,CA-2018-112515,"Monday, September 17, 2018","Friday, September 21, 2018","Second Class",AS-10225,"Alan Schoenberger",Corporate,"United States",Provo,Utah,84604,West,FUR-BO-10003404,Furniture,Bookcases,1292.94,2018,September,9
2826,US-2015-112914,"Friday, September 25, 2015","Wednesday, September 30, 2015","Standard Class",MT-18070,"Michelle Tran","Home Office","United States",Houston,Texas,77041,Central,FUR-BO-10003272,Furniture,Bookcases,300.5328,2015,September,9
3031,CA-2016-168480,"Wednesday, September 21, 2016","Tuesday, September 27, 2016","Standard Class",DM-12955,"Dario Medina",Corporate,"United States","Lincoln Park",Michigan,48146,Central,FUR-BO-10000468,Furniture,Bookcases,194.32,2016,September,9
3099,CA-2018-135692,"Friday, April 27, 2018","Tuesday, May 1, 2018","Standard Class",CV-12805,"Cynthia Voltz",Corporate,"United States","Fort Worth",Texas,76106,Central,FUR-BO-10002268,Furniture,Bookcases,220.2656,2018,April,4
3103,CA-2018-119578,"Saturday, December 22, 2018","Thursday, December 27, 2018","Second Class",JG-15310,"Jason Gross",Corporate,"United States",Providence,"Rhode Island",2908,East,FUR-BO-10003660,Furniture,Bookcases,220.98,2018,December,12
3467,US-2016-147242,"Saturday, September 10, 2016","Wednesday, September 14, 2016","Standard Class",EH-13765,"Edward Hooks",Corporate,"United States",Revere,Massachusetts,2151,East,FUR-BO-10004695,Furniture,Bookcases,361.96,2016,September,9
3513,CA-2018-140326,"Tuesday, September 4, 2018","Thursday, September 6, 2018","First Class",HW-14935,"Helen Wasserman",Corporate,"United States",Chicago,Illinois,60653,Central,FUR-BO-10000112,Furniture,Bookcases,825.174,2018,September,9
3763,CA-2017-156251,"Sunday, August 13, 2017","Friday, August 18, 2017","Second Class",TS-21160,"Theresa Swint",Corporate,"United States","West Allis",Wisconsin,53214,Central,FUR-BO-10001337,Furniture,Bookcases,241.96,2017,August,8
3911,CA-2016-167010,"Tuesday, April 5, 2016","Sunday, April 10, 2016","Standard Class",VT-21700,"Valerie Takahito","Home Office","United States",Philadelphia,Pennsylvania,19143,East,FUR-BO-10004218,Furniture,Bookcases,352.45,2016,April,4
4000,US-2016-149629,"Sunday, July 17, 2016","Wednesday, July 20, 2016","Second Class",MP-17965,"Michael Paige",Corporate,"United States","Port Saint Lucie",Florida,34952,South,FUR-BO-10004709,Furniture,Bookcases,231.92,2016,July,7
4111,CA-2016-153717,"Sunday, December 25, 2016","Sunday, January 1, 2017","Standard Class",DL-13495,"Dionis Lloyd",Corporate,"United States",Detroit,Michigan,48227,Central,FUR-BO-10004360,Furniture,Bookcases,160.98,2016,December,12
4185,CA-2017-143749,"Tuesday, December 5, 2017","Thursday, December 7, 2017","First Class",AG-10300,"Aleksandra Gannaway",Corporate,"United States",Franklin,Massachusetts,2038,East,FUR-BO-10002853,Furniture,Bookcases,81.94,2017,December,12
4285,CA-2016-105690,"Monday, November 21, 2016","Saturday, November 26, 2016","Second Class",CA-11965,"Carol Adams",Corporate,"United States","Port Arthur",Texas,77642,Central,FUR-BO-10003965,Furniture,Bookcases,246.1328,2016,November,11
4424,CA-2018-159464,"Friday, May 18, 2018","Saturday, May 19, 2018","First Class",TB-21355,"Todd Boyes",Corporate,"United States","Sandy Springs",Georgia,30328,South,FUR-BO-10003546,Furniture,Bookcases,302.94,2018,May,5
4670,US-2018-133200,"Sunday, May 6, 2018","Friday, May 11, 2018","Standard Class",DB-13555,"Dorothy Badders",Corporate,"United States","Fort Worth",Texas,76106,Central,FUR-BO-10001601,Furniture,Bookcases,623.4648,2018,May,5
4685,CA-2017-159912,"Tuesday, August 29, 2017","Sunday, September 3, 2017","Standard Class",GB-14530,"George Bell",Corporate,"United States",Philadelphia,Pennsylvania,19120,East,FUR-BO-10002853,Furniture,Bookcases,163.88,2017,August,8
4728,CA-2015-119151,"Wednesday, November 25, 2015","Sunday, November 29, 2015","Second Class",MP-18175,"Mike Pelletier","Home Office","United States","New York City","New York",10009,East,FUR-BO-10003159,Furniture,Bookcases,275.952,2015,November,11
4919,CA-2017-160304,"Monday, January 2, 2017","Saturday, January 7, 2017","Standard Class",BM-11575,"Brendan Murry",Corporate,"United States",Gaithersburg,Maryland,20877,East,FUR-BO-10004709,Furniture,Bookcases,173.94,2017,January,1
5012,US-2018-139647,"Friday, May 11, 2018","Sunday, May 13, 2018","First Class",TS-21370,"Todd Sumrall",Corporate,"United States",Phoenix,Arizona,85023,West,FUR-BO-10004467,Furniture,Bookcases,209.979,2018,May,5
5035,CA-2016-103954,"Tuesday, August 9, 2016","Saturday, August 13, 2016","Second Class",HR-14770,"Hallie Redmond","Home Office","United States",Milwaukee,Wisconsin,53209,Central,FUR-BO-10004690,Furniture,Bookcases,687.4,2016,August,8
5162,CA-2015-111192,"Thursday, July 30, 2015","Wednesday, August 5, 2015","Standard Class",TS-21430,"Tom Stivers",Corporate,"United States",Seattle,Washington,98103,West,FUR-BO-10002916,Furniture,Bookcases,1367.84,2015,July,7
5221,CA-2015-140487,"Sunday, June 14, 2015","Saturday, June 20, 2015","Standard Class",SR-20425,"Sharelle Roach","Home Office","United States",Detroit,Michigan,48234,Central,FUR-BO-10000711,Furniture,Bookcases,212.94,2015,June,6
5361,US-2018-126060,"Saturday, April 14, 2018","Wednesday, April 18, 2018","Standard Class",DW-13585,"Dorothy Wardle",Corporate,"United States",Fayetteville,"North Carolina",28314,South,FUR-BO-10003433,Furniture,Bookcases,198.272,2018,April,4
5395,US-2015-123183,"Thursday, November 19, 2015","Wednesday, November 25, 2015","Standard Class",GR-14560,"Georgia Rosenberg",Corporate,"United States",Wilmington,Delaware,19805,East,FUR-BO-10000362,Furniture,Bookcases,1025.88,2015,November,11
5555,US-2015-159618,"Thursday, November 12, 2015","Monday, November 16, 2015","Standard Class",DB-12970,"Darren Budd",Corporate,"United States",Houston,Texas,77036,Central,FUR-BO-10004467,Furniture,Bookcases,67.9932,2015,November,11
5733,CA-2018-143574,"Friday, June 29, 2018","Monday, July 2, 2018","First Class",DR-12880,"Dan Reichenbach",Corporate,"United States",Milford,Connecticut,6460,East,FUR-BO-10002598,Furniture,Bookcases,638.82,2018,June,6
5806,CA-2018-113873,"Tuesday, November 13, 2018","Monday, November 19, 2018","Standard Class",KE-16420,"Katrina Edelman",Corporate,"United States",Dallas,Texas,75220,Central,FUR-BO-10003441,Furniture,Bookcases,205.9992,2018,November,11
5956,CA-2015-155796,"Wednesday, November 11, 2015","Sunday, November 15, 2015","Second Class",TS-21430,"Tom Stivers",Corporate,"United States",Reading,Pennsylvania,19601,East,FUR-BO-10002545,Furniture,Bookcases,521.96,2015,November,11
6122,CA-2018-143378,"Wednesday, September 19, 2018","Tuesday, September 25, 2018","Standard Class",JR-16210,"Justin Ritter",Corporate,"United States",Springfield,Oregon,97477,West,FUR-BO-10001972,Furniture,Bookcases,72.588,2018,September,9
6371,CA-2017-113425,"Tuesday, November 21, 2017","Tuesday, November 21, 2017","Same Day",JK-16120,"Julie Kriz","Home Office","United States","New York City","New York",10009,East,FUR-BO-10002598,Furniture,Bookcases,113.568,2017,November,11
6475,CA-2015-149524,"Wednesday, January 14, 2015","Thursday, January 15, 2015","First Class",BS-11590,"Brendan Sweed",Corporate,"United States",Philadelphia,Pennsylvania,19140,East,FUR-BO-10003433,Furniture,Bookcases,61.96,2015,January,1
6492,CA-2017-113845,"Monday, November 20, 2017","Saturday, November 25, 2017","Standard Class",FA-14230,"Frank Atkinson",Corporate,"United States",Orlando,Florida,32839,South,FUR-BO-10004695,Furniture,Bookcases,289.568,2017,November,11
6622,US-2018-167402,"Saturday, January 13, 2018","Thursday, January 18, 2018","Second Class",CP-12085,"Cathy Prescott",Corporate,"United States",Springfield,Missouri,65807,Central,FUR-BO-10001608,Furniture,Bookcases,212.94,2018,January,1
6851,US-2017-100461,"Sunday, January 8, 2017","Thursday, January 12, 2017","Standard Class",JO-15145,"Jack O'Briant",Corporate,"United States",Franklin,Wisconsin,53132,Central,FUR-BO-10002545,Furniture,Bookcases,1565.88,2017,January,1
7248,US-2015-127978,"Tuesday, March 3, 2015","Sunday, March 8, 2015","Standard Class",JS-15595,"Jill Stevenson",Corporate,"United States",Columbus,Ohio,43229,East,FUR-BO-10001972,Furniture,Bookcases,302.45,2015,March,3
7541,US-2018-112347,"Sunday, December 2, 2018","Thursday, December 6, 2018","Standard Class",BS-11380,"Bill Stewart",Corporate,"United States",Denver,Colorado,80219,West,FUR-BO-10003546,Furniture,Bookcases,242.352,2018,December,12
7640,CA-2018-104885,"Friday, March 2, 2018","Thursday, March 8, 2018","Standard Class",DB-13555,"Dorothy Badders",Corporate,"United States",Newark,Delaware,19711,East,FUR-BO-10003660,Furniture,Bookcases,441.96,2018,March,3
7672,CA-2016-130974,"Sunday, November 27, 2016","Tuesday, November 29, 2016","Second Class",MA-17560,"Matt Abelman","Home Office","United States",Everett,Massachusetts,2149,East,FUR-BO-10002916,Furniture,Bookcases,170.98,2016,November,11
7681,CA-2015-133592,"Thursday, December 31, 2015","Thursday, January 7, 2016","Standard Class",KM-16375,"Katherine Murray","Home Office","United States",Providence,"Rhode Island",2908,East,FUR-BO-10000362,Furniture,Bookcases,341.96,2015,December,12
7968,CA-2017-157707,"Tuesday, October 10, 2017","Thursday, October 12, 2017","First Class",CC-12610,"Corey Catlett",Corporate,"United States",Denver,Colorado,80219,West,FUR-BO-10001567,Furniture,Bookcases,90.882,2017,October,10
8106,CA-2018-159149,"Saturday, February 17, 2018","Monday, February 19, 2018","First Class",CR-12820,"Cyra Reiten","Home Office","United States",Houston,Texas,77041,Central,FUR-BO-10001601,Furniture,Bookcases,89.0664,2018,February,2
8151,CA-2015-167997,"Monday, January 26, 2015","Thursday, January 29, 2015","First Class",CA-11965,"Carol Adams",Corporate,"United States","Rapid City","South Dakota",57701,Central,FUR-BO-10004409,Furniture,Bookcases,141.96,2015,January,1
8470,US-2018-132031,"Monday, April 23, 2018","Friday, April 27, 2018","Standard Class",PN-18775,"Parhena Norris","Home Office","United States",Clarksville,Tennessee,37042,South,FUR-BO-10001972,Furniture,Bookcases,387.136,2018,April,4
8729,CA-2016-103870,"Tuesday, December 27, 2016","Saturday, December 31, 2016","Standard Class",SP-20860,"Sung Pak",Corporate,"United States",Murfreesboro,Tennessee,37130,South,FUR-BO-10002853,Furniture,Bookcases,131.104,2016,December,12
8779,CA-2018-135377,"Thursday, December 13, 2018","Tuesday, December 18, 2018","Standard Class",BP-11095,"Bart Pistole",Corporate,"United States","New York City","New York",10024,East,FUR-BO-10004015,Furniture,Bookcases,287.976,2018,December,12
8782,CA-2016-133585,"Tuesday, March 1, 2016","Friday, March 4, 2016","First Class",CM-12715,"Craig Molinari",Corporate,"United States",Houston,Texas,77070,Central,FUR-BO-10001811,Furniture,Bookcases,1227.9984,2016,March,3
9093,CA-2016-162950,"Tuesday, June 28, 2016","Sunday, July 3, 2016","Second Class",DW-13585,"Dorothy Wardle",Corporate,"United States",Troy,Ohio,45373,East,FUR-BO-10001918,Furniture,Bookcases,482.94,2016,June,6
9281,CA-2017-166772,"Wednesday, September 20, 2017","Sunday, September 24, 2017","Standard Class",HJ-14875,"Heather Jas","Home Office","United States",Seattle,Washington,98105,West,FUR-BO-10002853,Furniture,Bookcases,163.88,2017,September,9
9296,CA-2018-161340,"Monday, May 28, 2018","Friday, June 1, 2018","Standard Class",AM-10360,"Alice McCarthy",Corporate,"United States",Cleveland,Ohio,44105,East,FUR-BO-10004709,Furniture,Bookcases,115.96,2018,May,5
9485,CA-2017-164770,"Saturday, December 2, 2017","Monday, December 4, 2017","Second Class",MY-18295,"Muhammed Yedwab",Corporate,"United States",Houston,Texas,77036,Central,FUR-BO-10003893,Furniture,Bookcases,781.864,2017,December,12
9545,CA-2016-135251,"Saturday, August 6, 2016","Wednesday, August 10, 2016","Standard Class",RP-19270,"Rachel Payne",Corporate,"United States",Houston,Texas,77095,Central,FUR-BO-10003965,Furniture,Bookcases,369.1992,2016,August,8
9770,CA-2017-123533,"Friday, November 24, 2017","Thursday, November 30, 2017","Standard Class",SC-20050,"Sample Company A","Home Office","United States",Hialeah,Florida,33012,South,FUR-BO-10001619,Furniture,Bookcases,339.92,2017,November,11
1,CA-2017-152156,"Wednesday, November 8, 2017","Saturday, November 11, 2017","Second Class",CG-12520,"Claire Gute",Consumer,"United States",Henderson,Kentucky,42420,South,FUR-BO-10001798,Furniture,Bookcases,261.96,2017,November,11
28,US-2016-150630,"Saturday, September 17, 2016","Wednesday, September 21, 2016","Standard Class",TB-21520,"Tracy Blumstein",Consumer,"United States",Philadelphia,Pennsylvania,19140,East,FUR-BO-10004834,Furniture,Bookcases,3083.43,2016,September,9
355,CA-2017-138520,"Saturday, April 8, 2017","Thursday, April 13, 2017","Standard Class",JL-15505,"Jeremy Lonsdale",Consumer,"United States","New York City","New York",10035,East,FUR-BO-10002268,Furniture,Bookcases,388.704,2017,April,4
400,CA-2017-108987,"Friday, September 8, 2017","Sunday, September 10, 2017","Second Class",AG-10675,"Anna Gayman",Consumer,"United States",Houston,Texas,77036,Central,FUR-BO-10004834,Furniture,Bookcases,2396.2656,2017,September,9
689,CA-2018-161480,"Tuesday, December 25, 2018","Saturday, December 29, 2018","Standard Class",RA-19285,"Ralph Arnett",Consumer,"United States","New York City","New York",10035,East,FUR-BO-10004015,Furniture,Bookcases,191.984,2018,December,12
709,CA-2015-112158,"Wednesday, December 2, 2015","Friday, December 4, 2015","First Class",DP-13165,"David Philippe",Consumer,"United States","New York City","New York",10035,East,FUR-BO-10003272,Furniture,Bookcases,883.92,2015,December,12
784,US-2016-157014,"Monday, October 3, 2016","Thursday, October 6, 2016","Second Class",BM-11785,"Bryan Mills",Consumer,"United States",Columbus,Ohio,43229,East,FUR-BO-10004409,Furniture,Bookcases,35.49,2016,October,10
907,CA-2018-143259,"Sunday, December 30, 2018","Thursday, January 3, 2019","Standard Class",PO-18865,"Patrick O'Donnell",Consumer,"United States","New York City","New York",10009,East,FUR-BO-10003441,Furniture,Bookcases,323.136,2018,December,12
955,CA-2018-136539,"Friday, December 28, 2018","Tuesday, January 1, 2019","Standard Class",GH-14665,"Greg Hansen",Consumer,"United States","Round Rock",Texas,78664,Central,FUR-BO-10004709,Furniture,Bookcases,78.8528,2018,December,12
1043,CA-2017-102981,"Wednesday, September 6, 2017","Saturday, September 9, 2017","Second Class",MO-17500,"Mary O'Rourke",Consumer,"United States","New York City","New York",10035,East,FUR-BO-10001811,Furniture,Bookcases,722.352,2017,September,9
1370,US-2016-103471,"Saturday, December 24, 2016","Wednesday, December 28, 2016","Standard Class",JR-15670,"Jim Radford",Consumer,"United States","Colorado Springs",Colorado,80906,West,FUR-BO-10002613,Furniture,Bookcases,590.058,2016,December,12
1540,CA-2018-121888,"Saturday, September 15, 2018","Monday, September 17, 2018","Second Class",CL-11890,"Carl Ludwig",Consumer,"United States",Everett,Massachusetts,2149,East,FUR-BO-10002545,Furniture,Bookcases,782.94,2018,September,9
1724,US-2016-123218,"Tuesday, December 20, 2016","Sunday, December 25, 2016","Standard Class",KD-16345,"Katherine Ducich",Consumer,"United States",Chicago,Illinois,60623,Central,FUR-BO-10003966,Furniture,Bookcases,359.058,2016,December,12
1861,US-2018-121251,"Monday, March 26, 2018","Tuesday, March 27, 2018","First Class",GM-14440,"Gary McGarr",Consumer,"United States","New York City","New York",10009,East,FUR-BO-10001918,Furniture,Bookcases,257.568,2018,March,3
1876,US-2017-112977,"Friday, March 10, 2017","Thursday, March 16, 2017","Standard Class",CJ-12010,"Caroline Jumper",Consumer,"United States","Long Beach","New York",11561,East,FUR-BO-10003272,Furniture,Bookcases,176.784,2017,March,3
1933,CA-2018-161200,"Monday, August 6, 2018","Friday, August 10, 2018","Second Class",SV-20365,"Seth Vernon",Consumer,"United States",Lafayette,Louisiana,70506,South,FUR-BO-10000468,Furniture,Bookcases,145.74,2018,August,8
2008,CA-2018-165386,"Friday, August 3, 2018","Saturday, August 4, 2018","First Class",CM-12190,"Charlotte Melton",Consumer,"United States",Chicago,Illinois,60623,Central,FUR-BO-10003034,Furniture,Bookcases,183.372,2018,August,8
2026,CA-2016-114237,"Sunday, March 13, 2016","Tuesday, March 15, 2016","First Class",MC-17275,"Marc Crier",Consumer,"United States",Seattle,Washington,98103,West,FUR-BO-10004409,Furniture,Bookcases,141.96,2016,March,3
2226,CA-2017-106383,"Sunday, March 19, 2017","Tuesday, March 21, 2017","Second Class",BT-11440,"Bobby Trafton",Consumer,"United States",Littleton,Colorado,80122,West,FUR-BO-10002202,Furniture,Bookcases,72.294,2017,March,3
